insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-01-20', '2000-02-20', '2000-02-13', '1631661548526', '76824095338', '978-0-18-072205-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1985-06-07', '1985-06-09', '1985-07-08', '2896294276775', '39814026778', '978-1-120-88913-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-08-28', '2020-09-13', '2020-09-24', '4627737263346', '70458216976', '978-1-256-68069-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1987-12-16', '1988-01-14', '1988-01-16', '3412896915721', '36047182526', '978-1-09-113173-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2013-11-23', '2013-11-28', '2013-12-13', '4358711187555', '63925418024', '978-0-8331-8803-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2015-09-03', '2015-09-06', '2015-09-15', '2496764379397', '67501934800', '978-0-09-175707-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1983-09-13', '1983-09-26', '1983-09-27', '7635757555966', '08546791201', '978-0-300-23632-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1973-10-09', '1973-11-01', '1973-10-27', '9766628983323', '71209365499', '978-1-5309-5496-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-05-21', '2004-06-21', '2004-06-18', '4947428622222', '26870549338', '978-1-146-88300-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-05-13', '2017-05-20', '2017-05-15', '8090952723265', '63190458251', '978-1-01-471029-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2003-01-27', '2003-02-02', '2003-02-08', '9083278970740', '26490173840', '978-1-82844-430-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-04-12', '2000-04-26', '2000-04-24', '5163670642712', '42539678173', '978-1-57280-423-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1987-01-08', '1987-01-12', '1987-01-23', '0317559520119', '81365927482', '978-1-56112-729-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-10-15', '1990-10-17', '1990-11-11', '8681722920979', '98315674200', '978-1-85999-115-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-10-15', '2002-11-06', '2002-10-18', '5379360009028', '92163508498', '978-0-360-54800-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1981-03-09', '1981-03-10', '1981-03-12', '2835626946177', '49761052370', '978-0-931463-35-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1999-03-21', '1999-04-01', '1999-03-30', '4452099981993', '56081279430', '978-1-4926-6825-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-06-29', '2005-07-15', '2005-07-12', '9421828293732', '75183049297', '978-0-267-00948-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1972-06-10', '1972-06-24', '1972-07-08', '6024352308380', '19347082597', '978-0-7415-5595-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-03-05', '2004-03-13', '2004-03-30', '6063311244680', '07368495210', '978-1-244-75185-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1985-05-05', '1985-05-09', '1985-05-06', '2680551892866', '45603128771', '978-0-392-86303-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1995-06-04', '1995-06-09', '1995-06-10', '8067440519105', '41852963042', '978-1-68415-577-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-03-27', '1977-04-03', '1977-04-17', '2936845495757', '89016372512', '978-1-08-336704-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1997-09-04', '1997-09-25', '1997-09-09', '4329178610634', '02863549189', '978-0-416-38158-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2008-12-23', '2009-01-17', '2009-01-21', '1571100386763', '32608491731', '978-0-260-55190-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2015-02-09', '2015-02-19', '2015-02-28', '0181366592955', '83059471223', '978-1-01-331589-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2008-03-21', '2008-04-03', '2008-03-23', '4246167659040', '04126579370', '978-0-222-39680-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1996-03-09', '1996-03-10', '1996-03-22', '2457410653179', '45813290605', '978-0-7680-7644-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-02-25', '1975-03-08', '1975-03-27', '6468858423091', '09173685259', '978-0-339-46707-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1994-08-02', '1994-08-12', '1994-08-08', '9915246045535', '02794183532', '978-0-906897-36-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-01-14', '2017-02-07', '2017-02-04', '0129918556062', '92841730603', '978-1-84329-790-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-05-12', '2002-05-21', '2002-06-11', '4861900118464', '75136028408', '978-1-204-85890-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1985-12-22', '1985-12-29', '1985-12-29', '3633770406375', '01537269895', '978-1-260-36333-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-07-25', '1993-08-15', '1993-07-30', '7553632860458', '25761094380', '978-0-00-497797-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1970-10-08', '1970-10-18', '1970-10-29', '2869241056676', '43619205833', '978-0-658-88745-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1978-09-17', '1978-10-13', '1978-09-29', '6984396799400', '53012697802', '978-1-01-680323-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2018-06-20', '2018-06-30', '2018-06-29', '4445023021261', '18659430700', '978-1-4346-9530-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1992-06-13', '1992-06-25', '1992-07-04', '4812268715789', '90452367883', '978-0-89554-097-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2012-03-21', '2012-03-26', '2012-04-16', '3289775869785', '82967453137', '978-1-66246-575-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2018-11-20', '2018-12-04', '2018-12-16', '8425587026083', '58709421602', '978-1-56252-133-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1980-06-18', '1980-07-08', '1980-07-13', '5369809374060', '86479510267', '978-1-886046-94-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-03-01', '2002-03-13', '2002-03-28', '9817824731079', '25084913651', '978-1-71588-272-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-07-07', '1990-07-29', '1990-08-02', '7838253665652', '89047261313', '978-0-9689984-0-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2001-06-19', '2001-07-19', '2001-07-16', '5947810002365', '60327948140', '978-1-00-528785-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1987-07-06', '1987-07-30', '1987-08-06', '4185669555408', '75468312026', '978-1-4713-2063-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-09-09', '1991-09-23', '1991-09-18', '5609745694700', '03672415871', '978-0-656-42170-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2011-03-30', '2011-03-31', '2011-04-16', '3253714182327', '04193287696', '978-0-290-64176-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1995-07-17', '1995-08-13', '1995-07-18', '7905053502422', '61340825708', '978-0-9546669-8-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-09-07', '1998-09-22', '1998-09-17', '8894105984547', '73421580626', '978-0-7946-3161-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2013-07-28', '2013-07-29', '2013-07-31', '2722927894057', '95723108603', '978-0-11-550721-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1994-01-09', '1994-02-07', '1994-01-26', '4228155440427', '74903516261', '978-0-275-39207-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2009-03-21', '2009-04-20', '2009-04-09', '2556957356250', '65243071943', '978-0-518-99790-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-09-18', '1976-10-13', NULL, '1441094129670', '13285407662', '978-1-57530-850-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-11-15', '2017-11-23', '2017-11-29', '1078568830468', '75649130299', '978-0-7116-1971-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-08-09', '1998-09-07', '1998-08-11', '6506691323243', '32904876529', '978-1-5224-7819-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1987-03-05', '1987-03-23', '1987-03-24', '2040570733593', '64910857320', '978-0-8156-2184-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-05-28', '1991-06-28', '1991-06-21', '4360046890697', '74312809550', '978-0-335-34268-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-02-21', '2005-03-02', '2005-03-11', '5217917656366', '15428793619', '978-1-03-162123-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1985-08-23', '1985-08-27', '1985-09-08', '1172552659070', '75614308253', '978-1-132-64689-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2006-06-09', '2006-06-27', '2006-06-28', '8920588734543', '41960782304', '978-1-877574-69-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2012-05-24', '2012-06-10', '2012-06-15', '3943014345002', '94201376869', '978-1-104-86822-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-12-11', '2005-12-21', '2005-12-12', '3591036545643', '16739048231', '978-1-62785-265-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-08-12', '1990-08-15', '1990-08-28', '7231606240689', '75601489300', '978-0-7749-5739-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1985-07-13', '1985-08-04', '1985-07-30', '1232209912979', '16037924813', '978-1-74409-176-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1984-05-04', '1984-05-09', '1984-05-16', '3987192994041', '69207543125', '978-0-622-54207-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-08-12', '1993-08-18', '1993-09-09', '0269883457381', '24960837500', '978-0-904974-85-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-02-01', '1975-02-05', '1975-02-03', '1475473100257', '05918476202', '978-1-56489-351-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-12-09', '2020-12-19', '2021-01-08', '8576862593957', '29308547150', '978-0-306-76869-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2001-09-02', '2001-09-20', NULL, '1283977778342', '47038291505', '978-1-66280-733-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-07-31', '2002-08-08', '2002-08-23', '0513262964961', '28917430678', '978-1-66700-761-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-08-05', '2004-08-13', '2004-09-03', '7965598607693', '79183045600', '978-1-893497-72-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1984-12-14', '1984-12-18', '1985-01-03', '4800106591343', '41560298324', '978-0-86212-095-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2013-02-24', '2013-03-04', '2013-03-18', '9035575458056', '87410296313', '978-1-01-338439-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-07-06', '2020-07-27', '2020-07-27', '2248828411167', '13276895455', '978-0-416-93071-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-12-24', '2001-01-08', '2000-12-25', '2278697656130', '52847391088', '978-1-72580-222-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-04-22', '1998-04-26', '1998-05-13', '8882819270384', '61293508721', '978-1-141-73640-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-06-19', '1977-07-17', '1977-06-22', '0418225536400', '10423876996', '978-1-168-64764-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1971-11-27', '1971-12-21', '1971-12-26', '3944413247744', '24187039597', '978-0-483-33961-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2007-10-03', '2007-10-22', '2007-10-06', '8741241005738', '87142369078', '978-1-9814-7893-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-06-17', '1998-07-08', '1998-06-25', '6054555704498', '23817654090', '978-1-394-84731-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1983-07-24', '1983-08-08', '1983-08-19', '4461318463264', '02569314706', '978-0-7839-1570-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-03-23', '2017-04-04', NULL, '2036697854990', '37590246883', '978-0-9741657-4-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2010-01-13', '2010-01-24', '2010-02-11', '3727307358791', '75063482171', '978-1-59066-989-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1999-07-29', '1999-08-19', '1999-08-03', '8064605158834', '32618497546', '978-1-9784-4932-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-03-08', '2000-03-25', '2000-03-20', '4279390399193', '35497802656', '978-1-361-03452-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-06-29', '2000-07-06', '2000-07-17', '0596288123215', '59403281642', '978-1-72525-518-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2006-07-19', '2006-07-27', '2006-08-02', '0086320395613', '97613408566', '978-1-5449-2120-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-12-15', '2020-12-27', '2021-01-03', '6062341450740', '19604825720', '978-0-7079-2371-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-07-15', '2004-07-30', '2004-08-01', '1523161475849', '81326497537', '978-1-942548-02-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2007-12-14', '2007-12-21', '2008-01-12', '5638323610092', '36825901451', '978-0-412-86658-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1995-11-13', '1995-11-26', '1995-11-15', '6687560441944', '86719204378', '978-1-363-58798-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1982-09-04', '1982-09-13', '1982-09-20', '3489730833541', '81602597359', '978-0-8247-0018-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1979-02-02', '1979-02-25', '1979-02-16', '6810971712093', '28650479383', '978-0-521-72280-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-01-09', '1989-01-13', '1989-02-04', '6074098722032', '90574231625', '978-1-351-15887-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1972-02-28', '1972-03-03', '1972-03-23', '7882480940907', '36102957830', '978-0-379-17484-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-10-28', '1993-10-31', '1993-11-17', '8838691542552', '65342981719', '978-0-89629-597-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2007-12-05', '2007-12-29', '2007-12-09', '2234467554426', '50416392725', '978-1-9845-3133-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-08-10', '1975-09-10', '1975-09-01', '4862661764907', '69148520730', '978-1-910521-71-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-04-05', '2020-04-21', '2020-04-14', '9166792039848', '01839275677', '978-1-5215-6002-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2009-04-23', '2009-05-24', '2009-05-24', '0988028028469', '14298635791', '978-1-136-53830-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1983-03-17', '1983-03-28', '1983-04-12', '4231854512395', '56287391030', '978-1-61016-905-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2011-03-24', '2011-04-18', '2011-03-30', '8251691439590', '52138406989', '978-1-63660-913-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-07-09', '1976-08-07', '1976-07-18', '8867651619041', '75843091279', '978-0-526-59799-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-02-27', '1993-03-09', '1993-03-13', '9046850899280', '03728914541', '978-0-554-44474-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-12-08', '2005-12-16', '2005-12-19', '3752557972633', '62108457976', '978-1-55390-788-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-01-12', '1975-01-28', '1975-02-04', '9465331501915', '36581724955', '978-1-66143-874-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-10-03', '1977-10-24', '1977-10-12', '2061622255276', '95867043274', '978-0-03-396738-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2012-01-14', '2012-02-13', '2012-02-01', '0753312519059', '67981025303', '978-0-03-607512-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2001-07-30', '2001-08-20', '2001-08-21', '9521796669376', '74650132916', '978-1-55401-322-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1987-09-22', '1987-10-13', '1987-09-23', '1824745884386', '89527463173', '978-0-496-69790-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2014-06-13', '2014-06-17', NULL, '0854517990107', '79813045205', '978-1-289-56884-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2019-12-03', '2019-12-23', '2019-12-30', '4000409936425', '12578043914', '978-0-362-49484-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-09-10', '1990-09-24', '1990-10-06', '3853383061345', '27083549656', '978-0-487-03298-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-12-11', '2021-01-05', '2021-01-09', '5458349266611', '56198702359', '978-1-274-59200-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-07-07', '1976-07-14', '1976-07-25', '7348976707787', '21456789058', '978-0-10-689432-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1994-11-12', '1994-11-18', '1994-11-28', '0180635773521', '56407281911', '978-0-220-88879-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-04-27', '2002-05-03', '2002-05-04', '1047936648097', '70532689429', '978-1-179-81970-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1984-08-01', '1984-08-24', '1984-08-26', '9802910161847', '17640329850', '978-0-213-34592-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1986-01-06', '1986-01-09', '1986-02-01', '2186848363892', '94735281673', '978-0-318-71266-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-01-19', '2005-02-07', '2005-01-26', '5512021112426', '68154207362', '978-1-63156-364-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-07-19', '2004-08-19', '2004-08-15', '2208737054541', '34218706913', '978-1-85970-807-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1997-07-23', '1997-08-18', '1997-08-22', '4876944938336', '08429513779', '978-1-209-61928-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2010-07-29', '2010-08-20', '2010-08-02', '7207095096007', '90352487160', '978-0-653-22979-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2019-07-29', '2019-08-06', '2019-08-09', '1109211032387', '40682751308', '978-1-04-942448-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-05-20', '1993-05-23', '1993-05-28', '0755347232064', '26145790334', '978-0-244-11097-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2011-02-27', '2011-03-18', '2011-03-25', '1989943321832', '48306257162', '978-0-247-72394-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-06-22', '1977-07-18', '1977-07-04', '3419637990597', '36592017821', '978-1-71111-217-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-03-18', '1977-04-16', '1977-04-15', '4946661538369', '57320146835', '978-0-8436-2674-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-11-10', '1976-11-13', '1976-11-11', '1560877698131', '86295037429', '978-0-7925-3455-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2012-10-07', '2012-10-11', '2012-11-06', '3447752458364', '17539206470', '978-0-607-10682-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-12-23', '1976-01-02', '1976-01-22', '8105049528958', '84291037597', '978-1-85796-330-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-04-29', '1990-05-20', '1990-05-13', '2063856033064', '80291736521', '978-1-312-31430-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-05-24', '2002-05-29', '2002-06-05', '2493843197422', '06287519312', '978-1-265-96474-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1988-09-12', '1988-09-15', '1988-09-24', '3011938141427', '23598016433', '978-1-242-06493-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2006-11-23', '2006-12-16', '2006-11-25', '6255203052651', '91406327506', '978-0-06-086285-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1995-12-31', '1996-01-15', '1996-01-25', '6585426374125', '01956824324', '978-1-55831-449-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1984-04-14', '1984-04-19', '1984-04-18', '5936617067509', '64791280520', '978-1-72415-926-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-06-21', '2002-07-17', '2002-06-25', '4694871209806', '17036945206', '978-1-58016-479-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1984-07-08', '1984-07-24', '1984-08-08', '7349050462936', '36148952700', '978-1-84820-929-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2003-11-19', '2003-11-22', '2003-12-07', '8866553113985', '46891572002', '978-1-84309-954-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-07-12', '2020-07-30', '2020-07-29', '7006194106453', '58260147335', '978-0-307-53136-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2009-10-09', '2009-11-05', '2009-10-10', '5113507185134', '24690751307', '978-1-76316-118-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1992-10-23', '1992-10-27', '1992-10-28', '9301330903568', '35817092441', '978-1-374-87953-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2019-12-12', '2020-01-01', '2019-12-20', '8393893706985', '89632107586', '978-0-9904010-6-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2015-04-29', '2015-05-16', '2015-05-12', '5078721453738', '46182907576', '978-0-7402-4464-3');
